timestamp,CPU Usage %,memory usage %,disk IOPS,disk busy %,disk usage gb,network IOPS,swap/s,innodb reads/s,innodb writes/s,innodb buffer pool hit rate,innodb I/O (MB/s),innodb_buffer_pool,innodb_io_capacity,threads running/s,handler call/s,num slow queries,created tmp tables/s,sort merge/s,scan/s,avg lock time/s,query rate,query response time,tps,label,tablesize
2023-01-20 19:10:02.320000,0.2833333333319387,8.59266014422726,1.822222222222222,0.2755555555470184,22.858631134033203,21.71111111111111,0,0.0,0.0,100.0,0.0,134217728.0,100.0,0.0,305.57962802479835,72.0,0.5110770393084906,0,0.977712596937982,0.0,1.2221407461724771,0.0,0.0,oltp_read_only,1000000
2023-01-20 19:10:07.320000,0.2833333333319387,8.59266014422726,1.822222222222222,0.2755555555470184,22.858631134033203,21.71111111111111,0,29.69086828010757,0.0,97.89997323803976,0.4639198168766807,134217728.0,200.0,0.0,7918.505678156322,72.0,12.15636597995422,0,0.7556059292841746,0.0,367.04669200168905,2.93994625282e-05,11.711891903904704,oltp_read_only,1000000
2023-01-20 19:10:12.320000,0.2833333333319387,8.59266014422726,1.822222222222222,0.2755555555470184,22.858631134033203,21.71111111111111,0,29.69086828010757,0.0,97.89997323803976,0.4639198168766807,134217728.0,200.0,0.0,7918.505678156322,72.0,12.15636597995422,0,0.7556059292841746,0.0,367.04669200168905,2.93994625282e-05,11.711891903904704,oltp_read_only,1000000
2023-01-20 19:10:17.320000,2.7388888888878027,8.592586915072976,2.555555555555556,0.3200000000005173,22.8586540222168,4634.799999999999,0,29.69086828010757,0.0,97.89997323803976,0.4639198168766807,134217728.0,200.0,0.0,7918.505678156322,72.0,12.15636597995422,0,0.7556059292841746,0.0,367.04669200168905,2.93994625282e-05,11.711891903904704,oltp_read_only,1000000
2023-01-20 19:10:22.320000,2.7388888888878027,8.592586915072976,2.555555555555556,0.3200000000005173,22.8586540222168,4634.799999999999,0,181.7777777777777,0.0,97.90484784319555,2.840277777777777,134217728.0,200.0,0.0,48329.13333333333,72.0,73.55555555555554,0,1.0444444444444445,0.0,2265.9999999999995,0.0001977573076923,72.97777777777777,oltp_read_only,1000000
2023-01-20 19:10:27.320000,2.7388888888878027,8.592586915072976,2.555555555555556,0.3200000000005173,22.8586540222168,4634.799999999999,0,181.7777777777777,0.0,97.90484784319555,2.840277777777777,134217728.0,200.0,0.0,48329.13333333333,72.0,73.55555555555554,0,1.0444444444444445,0.0,2265.9999999999995,0.0001977573076923,72.97777777777777,oltp_read_only,1000000
2023-01-20 19:10:32.320000,6.055555555556632,8.593978269004369,1.933333333333333,0.2755555555631871,22.8586654663086,10396.088888888888,0,181.7777777777777,0.0,97.90484784319555,2.840277777777777,134217728.0,200.0,0.0,48329.13333333333,72.0,73.55555555555554,0,1.0444444444444445,0.0,2265.9999999999995,0.0001977573076923,72.97777777777777,oltp_read_only,1000000
2023-01-20 19:10:37.320000,6.055555555556632,8.593978269004369,1.933333333333333,0.2755555555631871,22.8586654663086,10396.088888888888,0,335.2,0.0,97.8975727701561,5.2375,134217728.0,200.0,0.0,88786.68888888888,72.0,135.1111111111111,0,0.8444444444444443,0.0,4177.488888888888,0.0003555936752136,134.6,oltp_read_only,1000000
2023-01-20 19:10:42.320000,6.055555555556632,8.593978269004369,1.933333333333333,0.2755555555631871,22.8586654663086,10396.088888888888,0,335.2,0.0,97.8975727701561,5.2375,134217728.0,200.0,0.0,88786.68888888888,72.0,135.1111111111111,0,0.8444444444444443,0.0,4177.488888888888,0.0003555936752136,134.6,oltp_read_only,1000000
2023-01-20 19:10:47.320000,9.35555555555592,8.593880630131991,1.7111111111111108,0.284444444453887,22.858680725097656,16203.488888888887,0,335.2,0.0,97.8975727701561,5.2375,134217728.0,200.0,0.0,88786.68888888888,72.0,135.1111111111111,0,0.8444444444444443,0.0,4177.488888888888,0.0003555936752136,134.6,oltp_read_only,1000000
2023-01-20 19:10:52.320000,9.35555555555592,8.593880630131991,1.7111111111111108,0.284444444453887,22.858680725097656,16203.488888888887,0,463.3111111111111,0.0,97.88160111945344,7.239583333333332,134217728.0,200.0,0.0,121736.13333333332,72.0,185.0444444444444,0,0.8222222222222221,0.0,5724.155555555555,0.0004891450239316,184.6,oltp_read_only,1000000
2023-01-20 19:10:57.320000,9.35555555555592,8.593880630131991,1.7111111111111108,0.284444444453887,22.858680725097656,16203.488888888887,0,463.3111111111111,0.0,97.88160111945344,7.239583333333332,134217728.0,200.0,0.0,121736.13333333332,72.0,185.0444444444444,0,0.8222222222222221,0.0,5724.155555555555,0.0004891450239316,184.6,oltp_read_only,1000000
2023-01-20 19:11:02.320000,10.094444444445068,8.593880630131991,1.822222222222222,0.2844444444377182,22.858680725097656,17417.577777777777,0,463.3111111111111,0.0,97.88160111945344,7.239583333333332,134217728.0,200.0,0.0,121736.13333333332,72.0,185.0444444444444,0,0.8222222222222221,0.0,5724.155555555555,0.0004891450239316,184.6,oltp_read_only,1000000
2023-01-20 19:11:07.320000,10.094444444445068,8.593880630131991,1.822222222222222,0.2844444444377182,22.858680725097656,17417.577777777777,0,468.4992999844441,0.0,97.86935669911163,7.3209960221338255,134217728.0,200.0,0.0,122310.9402431165,72.0,185.9374652770061,0,0.866685926353919,0.0,5752.016711482478,0.0004769427833439,185.47078823973865,oltp_read_only,1000000
2023-01-20 19:11:12.320000,10.094444444445068,8.593880630131991,1.822222222222222,0.2844444444377182,22.858680725097656,17417.577777777777,0,468.4992999844441,0.0,97.86935669911163,7.3209960221338255,134217728.0,200.0,0.0,122310.9402431165,72.0,185.9374652770061,0,0.866685926353919,0.0,5752.016711482478,0.0004769427833439,185.47078823973865,oltp_read_only,1000000
